weekday;dia;hora;periodo;demand
Monday;10/02/2020;12;0;5
Monday;10/02/2020;12;30;11
Monday;10/02/2020;13;0;8
Monday;10/02/2020;13;30;17
Monday;10/02/2020;14;0;13
Monday;10/02/2020;14;30;13
Monday;10/02/2020;15;0;7
Monday;10/02/2020;15;30;8
Monday;10/02/2020;16;0;13
Monday;10/02/2020;16;30;8
Monday;10/02/2020;17;0;14
Monday;10/02/2020;17;30;12
Monday;10/02/2020;18;0;22
Monday;10/02/2020;18;30;6
Monday;10/02/2020;19;0;5
Monday;10/02/2020;19;30;1
Monday;10/02/2020;20;0;2
Monday;10/02/2020;20;30;2
Monday;10/02/2020;21;0;1
Monday;10/02/2020;22;30;1
Tuesday;11/02/2020;5;30;25
Tuesday;11/02/2020;6;0;8
Tuesday;11/02/2020;6;30;31
Tuesday;11/02/2020;7;0;22
Tuesday;11/02/2020;7;30;29
Tuesday;11/02/2020;8;0;21
Tuesday;11/02/2020;8;30;18
Tuesday;11/02/2020;9;0;16
Tuesday;11/02/2020;9;30;20
Tuesday;11/02/2020;10;0;19
Tuesday;11/02/2020;10;30;9
Tuesday;11/02/2020;11;0;1
Tuesday;11/02/2020;11;30;5
Tuesday;11/02/2020;12;0;18
Tuesday;11/02/2020;12;30;13
Tuesday;11/02/2020;13;0;22
Tuesday;11/02/2020;13;30;28
Tuesday;11/02/2020;14;0;18
Tuesday;11/02/2020;14;30;27
Tuesday;11/02/2020;15;0;20
Tuesday;11/02/2020;15;30;14
Tuesday;11/02/2020;16;0;40
Tuesday;11/02/2020;16;30;18
Tuesday;11/02/2020;17;0;19
Tuesday;11/02/2020;17;30;10
Tuesday;11/02/2020;18;0;16
Tuesday;11/02/2020;18;30;9
Tuesday;11/02/2020;19;0;13
Tuesday;11/02/2020;19;30;6
Tuesday;11/02/2020;20;0;3
Wednesday;12/02/2020;6;0;38
Wednesday;12/02/2020;6;30;18
Wednesday;12/02/2020;7;0;29
Wednesday;12/02/2020;7;30;19
Wednesday;12/02/2020;8;0;28
Wednesday;12/02/2020;8;30;47
Wednesday;12/02/2020;9;0;34
Wednesday;12/02/2020;9;30;21
Wednesday;12/02/2020;10;0;15
Wednesday;12/02/2020;10;30;15
Wednesday;12/02/2020;11;0;27
Wednesday;12/02/2020;11;30;39
Wednesday;12/02/2020;12;0;24
Wednesday;12/02/2020;12;30;30
Wednesday;12/02/2020;13;0;22
Wednesday;12/02/2020;13;30;16
Wednesday;12/02/2020;14;0;19
Wednesday;12/02/2020;14;30;18
Wednesday;12/02/2020;15;0;18
Wednesday;12/02/2020;15;30;16
Wednesday;12/02/2020;16;0;16
Wednesday;12/02/2020;16;30;9
Wednesday;12/02/2020;17;0;4
Wednesday;12/02/2020;17;30;4
Wednesday;12/02/2020;18;0;6
Wednesday;12/02/2020;18;30;4
Thursday;13/02/2020;6;0;88
Thursday;13/02/2020;6;30;32
Thursday;13/02/2020;7;0;40
Thursday;13/02/2020;7;30;38
Thursday;13/02/2020;8;0;18
Thursday;13/02/2020;8;30;36
Thursday;13/02/2020;9;0;18
Thursday;13/02/2020;9;30;53
Thursday;13/02/2020;10;0;25
Thursday;13/02/2020;10;30;25
Thursday;13/02/2020;11;0;46
Thursday;13/02/2020;11;30;19
Thursday;13/02/2020;12;0;16
Thursday;13/02/2020;12;30;21
Thursday;13/02/2020;13;0;21
Thursday;13/02/2020;13;30;17
Thursday;13/02/2020;14;0;3
Thursday;13/02/2020;14;30;6
Thursday;13/02/2020;15;0;3
Thursday;13/02/2020;15;30;7
Thursday;13/02/2020;16;0;8
Thursday;13/02/2020;16;30;1
Thursday;13/02/2020;17;0;1
Thursday;13/02/2020;17;30;6
Thursday;13/02/2020;18;0;2
Friday;14/02/2020;6;0;58
Friday;14/02/2020;6;30;39
Friday;14/02/2020;7;0;15
Friday;14/02/2020;7;30;55
Friday;14/02/2020;8;0;13
Friday;14/02/2020;8;30;22
Friday;14/02/2020;9;0;38
Friday;14/02/2020;9;30;29
Friday;14/02/2020;10;0;26
Friday;14/02/2020;10;30;31
Friday;14/02/2020;11;0;15
Friday;14/02/2020;11;30;29
Friday;14/02/2020;12;0;16
Friday;14/02/2020;12;30;10
Friday;14/02/2020;13;0;8
Friday;14/02/2020;13;30;6
Friday;14/02/2020;14;0;5
Friday;14/02/2020;14;30;1
Friday;14/02/2020;15;0;3
Friday;14/02/2020;15;30;8
Friday;14/02/2020;16;0;4
Friday;14/02/2020;16;30;3
Friday;14/02/2020;17;0;3
Monday;17/02/2020;6;0;70
Monday;17/02/2020;6;30;28
Monday;17/02/2020;7;0;11
Monday;17/02/2020;7;30;21
Monday;17/02/2020;8;0;69
Monday;17/02/2020;8;30;15
Monday;17/02/2020;9;0;24
Monday;17/02/2020;9;30;14
Monday;17/02/2020;10;0;30
Monday;17/02/2020;10;30;23
Monday;17/02/2020;11;0;39
Monday;17/02/2020;11;30;20
Monday;17/02/2020;12;0;46
Monday;17/02/2020;12;30;23
Monday;17/02/2020;13;0;15
Monday;17/02/2020;13;30;15
Monday;17/02/2020;14;0;12
Monday;17/02/2020;14;30;6
Monday;17/02/2020;15;0;6
Monday;17/02/2020;15;30;9
Monday;17/02/2020;16;0;5
Monday;17/02/2020;16;30;1
Monday;17/02/2020;17;0;3
Monday;17/02/2020;17;30;2
Monday;17/02/2020;18;0;1
Tuesday;18/02/2020;6;0;13
Tuesday;18/02/2020;6;30;91
Tuesday;18/02/2020;7;0;47
Tuesday;18/02/2020;7;30;40
Tuesday;18/02/2020;8;0;9
Tuesday;18/02/2020;8;30;3
Tuesday;18/02/2020;9;30;36
Tuesday;18/02/2020;10;0;27
Tuesday;18/02/2020;10;30;20
Tuesday;18/02/2020;11;0;27
Tuesday;18/02/2020;11;30;25
Tuesday;18/02/2020;12;0;26
Tuesday;18/02/2020;12;30;17
Tuesday;18/02/2020;13;0;21
Tuesday;18/02/2020;13;30;38
Tuesday;18/02/2020;14;0;12
Tuesday;18/02/2020;14;30;23
Tuesday;18/02/2020;15;0;13
Tuesday;18/02/2020;15;30;20
Tuesday;18/02/2020;16;0;12
Tuesday;18/02/2020;16;30;13
Tuesday;18/02/2020;17;0;6
Tuesday;18/02/2020;17;30;5
Tuesday;18/02/2020;18;0;2
Tuesday;18/02/2020;18;30;1
Wednesday;19/02/2020;6;0;25
Wednesday;19/02/2020;6;30;25
Wednesday;19/02/2020;7;0;19
Wednesday;19/02/2020;7;30;56
Wednesday;19/02/2020;8;0;46
Wednesday;19/02/2020;8;30;21
Wednesday;19/02/2020;9;0;21
Wednesday;19/02/2020;9;30;12
Wednesday;19/02/2020;10;0;37
Wednesday;19/02/2020;10;30;10
Wednesday;19/02/2020;11;0;29
Wednesday;19/02/2020;11;30;39
Wednesday;19/02/2020;12;0;14
Wednesday;19/02/2020;12;30;21
Wednesday;19/02/2020;13;0;27
Wednesday;19/02/2020;13;30;9
Wednesday;19/02/2020;14;0;9
Wednesday;19/02/2020;14;30;7
Wednesday;19/02/2020;15;0;2
Wednesday;19/02/2020;15;30;6
Wednesday;19/02/2020;16;0;6
Wednesday;19/02/2020;16;30;2
Wednesday;19/02/2020;17;0;3
Wednesday;19/02/2020;17;30;2
Wednesday;19/02/2020;18;0;2
Thursday;20/02/2020;6;0;1
Thursday;20/02/2020;6;30;63
Thursday;20/02/2020;7;0;48
Thursday;20/02/2020;7;30;38
Thursday;20/02/2020;8;0;31
Thursday;20/02/2020;8;30;45
Thursday;20/02/2020;9;0;20
Thursday;20/02/2020;9;30;32
Thursday;20/02/2020;10;0;15
Thursday;20/02/2020;10;30;50
Thursday;20/02/2020;11;0;20
Thursday;20/02/2020;11;30;34
Thursday;20/02/2020;12;0;24
Thursday;20/02/2020;12;30;22
Thursday;20/02/2020;13;0;7
Thursday;20/02/2020;13;30;13
Thursday;20/02/2020;14;0;14
Thursday;20/02/2020;14;30;5
Thursday;20/02/2020;15;0;8
Thursday;20/02/2020;15;30;5
Thursday;20/02/2020;16;0;4
Thursday;20/02/2020;16;30;4
Thursday;20/02/2020;17;0;3
Thursday;20/02/2020;17;30;2
Thursday;20/02/2020;18;0;1
Friday;21/02/2020;6;0;19
Friday;21/02/2020;6;30;23
Friday;21/02/2020;7;0;30
Friday;21/02/2020;7;30;10
Friday;21/02/2020;8;0;15
Friday;21/02/2020;8;30;15
Friday;21/02/2020;9;0;37
Friday;21/02/2020;9;30;10
Friday;21/02/2020;10;0;27
Friday;21/02/2020;10;30;15
Friday;21/02/2020;11;0;11
Friday;21/02/2020;11;30;25
Friday;21/02/2020;12;0;10
Friday;21/02/2020;12;30;11
Friday;21/02/2020;13;0;11
Friday;21/02/2020;13;30;16
Friday;21/02/2020;14;0;13
Friday;21/02/2020;14;30;6
Friday;21/02/2020;15;0;3
Friday;21/02/2020;15;30;15
Friday;21/02/2020;16;0;10
Friday;21/02/2020;16;30;2
Friday;21/02/2020;17;0;9
Friday;21/02/2020;17;30;28
Friday;21/02/2020;18;0;13
Friday;21/02/2020;18;30;9
Friday;21/02/2020;19;0;1
Friday;21/02/2020;19;30;1
Friday;21/02/2020;20;0;1
Monday;24/02/2020;6;30;49
Monday;24/02/2020;7;0;14
Monday;24/02/2020;7;30;34
Monday;24/02/2020;8;0;11
Monday;24/02/2020;8;30;25
Monday;24/02/2020;9;0;47
Monday;24/02/2020;9;30;49
Monday;24/02/2020;10;0;36
Monday;24/02/2020;10;30;35
Monday;24/02/2020;11;0;28
Monday;24/02/2020;11;30;30
Monday;24/02/2020;12;0;33
Monday;24/02/2020;12;30;20
Monday;24/02/2020;13;0;10
Monday;24/02/2020;13;30;20
Monday;24/02/2020;14;0;9
Monday;24/02/2020;14;30;9
Monday;24/02/2020;15;0;9
Monday;24/02/2020;15;30;3
Monday;24/02/2020;16;0;5
Monday;24/02/2020;17;30;1
Monday;24/02/2020;18;0;1
Wednesday;26/02/2020;6;0;8
Wednesday;26/02/2020;6;30;40
Wednesday;26/02/2020;7;0;15
Wednesday;26/02/2020;7;30;22
Wednesday;26/02/2020;8;0;31
Wednesday;26/02/2020;8;30;18
Wednesday;26/02/2020;9;0;28
Wednesday;26/02/2020;9;30;13
Wednesday;26/02/2020;10;0;17
Wednesday;26/02/2020;10;30;17
Wednesday;26/02/2020;11;0;11
Wednesday;26/02/2020;11;30;7
Wednesday;26/02/2020;12;0;13
Wednesday;26/02/2020;12;30;11
Wednesday;26/02/2020;13;0;12
Wednesday;26/02/2020;13;30;7
Wednesday;26/02/2020;14;0;8
Wednesday;26/02/2020;14;30;2
Wednesday;26/02/2020;15;0;5
Wednesday;26/02/2020;15;30;4
Wednesday;26/02/2020;16;0;6
Wednesday;26/02/2020;16;30;4
Wednesday;26/02/2020;17;0;3
Wednesday;26/02/2020;18;0;3
Thursday;27/02/2020;6;0;6
Thursday;27/02/2020;6;30;65
Thursday;27/02/2020;7;0;12
Thursday;27/02/2020;7;30;20
Thursday;27/02/2020;8;0;29
Thursday;27/02/2020;8;30;20
Thursday;27/02/2020;9;0;11
Thursday;27/02/2020;9;30;41
Thursday;27/02/2020;10;0;27
Thursday;27/02/2020;10;30;15
Thursday;27/02/2020;11;0;10
Thursday;27/02/2020;11;30;45
Thursday;27/02/2020;12;0;18
Thursday;27/02/2020;12;30;24
Thursday;27/02/2020;13;0;17
Thursday;27/02/2020;13;30;9
Thursday;27/02/2020;14;0;12
Thursday;27/02/2020;14;30;19
Thursday;27/02/2020;15;0;13
Thursday;27/02/2020;15;30;8
Thursday;27/02/2020;16;0;11
Thursday;27/02/2020;16;30;7
Thursday;27/02/2020;17;0;6
Thursday;27/02/2020;18;0;1
Friday;28/02/2020;6;0;14
Friday;28/02/2020;6;30;51
Friday;28/02/2020;7;0;5
Friday;28/02/2020;7;30;62
Friday;28/02/2020;8;0;14
Friday;28/02/2020;8;30;19
Friday;28/02/2020;9;0;22
Friday;28/02/2020;9;30;54
Friday;28/02/2020;10;0;15
Friday;28/02/2020;10;30;28
Friday;28/02/2020;11;0;30
Friday;28/02/2020;11;30;12
Friday;28/02/2020;12;0;17
Friday;28/02/2020;12;30;13
Friday;28/02/2020;13;0;11
Friday;28/02/2020;13;30;8
Friday;28/02/2020;14;0;5
Friday;28/02/2020;14;30;5
Friday;28/02/2020;15;0;3
Friday;28/02/2020;15;30;7
Friday;28/02/2020;16;0;4
Friday;28/02/2020;16;30;3
Friday;28/02/2020;17;0;9
Monday;02/03/2020;5;30;24
Monday;02/03/2020;6;0;77
Monday;02/03/2020;6;30;40
Monday;02/03/2020;7;0;57
Monday;02/03/2020;7;30;31
Monday;02/03/2020;8;0;19
Monday;02/03/2020;8;30;17
Monday;02/03/2020;9;0;53
Monday;02/03/2020;9;30;25
Monday;02/03/2020;10;0;7
Monday;02/03/2020;10;30;35
Monday;02/03/2020;11;0;33
Monday;02/03/2020;11;30;28
Monday;02/03/2020;12;0;31
Monday;02/03/2020;12;30;24
Monday;02/03/2020;13;0;27
Monday;02/03/2020;13;30;27
Monday;02/03/2020;14;0;22
Monday;02/03/2020;14;30;10
Monday;02/03/2020;15;0;10
Monday;02/03/2020;15;30;3
Monday;02/03/2020;16;0;5
Monday;02/03/2020;16;30;2
Monday;02/03/2020;17;0;13
Monday;02/03/2020;17;30;3
Monday;02/03/2020;18;0;2
Tuesday;03/03/2020;6;0;70
Tuesday;03/03/2020;6;30;23
Tuesday;03/03/2020;7;0;2
Tuesday;03/03/2020;7;30;6
Tuesday;03/03/2020;8;0;44
Tuesday;03/03/2020;8;30;21
Tuesday;03/03/2020;9;0;24
Tuesday;03/03/2020;9;30;50
Tuesday;03/03/2020;10;0;26
Tuesday;03/03/2020;10;30;38
Tuesday;03/03/2020;11;0;15
Tuesday;03/03/2020;11;30;22
Tuesday;03/03/2020;12;0;15
Tuesday;03/03/2020;12;30;11
Tuesday;03/03/2020;13;0;9
Tuesday;03/03/2020;13;30;7
Tuesday;03/03/2020;14;0;9
Tuesday;03/03/2020;14;30;9
Tuesday;03/03/2020;15;0;5
Tuesday;03/03/2020;15;30;2
Tuesday;03/03/2020;16;0;7
Tuesday;03/03/2020;16;30;2
Tuesday;03/03/2020;17;0;5
Tuesday;03/03/2020;17;30;1
Tuesday;03/03/2020;18;0;1
Wednesday;04/03/2020;6;0;64
Wednesday;04/03/2020;6;30;6
Wednesday;04/03/2020;7;0;18
Wednesday;04/03/2020;7;30;34
Wednesday;04/03/2020;8;0;41
Wednesday;04/03/2020;8;30;44
Wednesday;04/03/2020;9;0;49
Wednesday;04/03/2020;9;30;20
Wednesday;04/03/2020;10;0;26
Wednesday;04/03/2020;10;30;34
Wednesday;04/03/2020;11;0;25
Wednesday;04/03/2020;11;30;29
Wednesday;04/03/2020;12;0;17
Wednesday;04/03/2020;12;30;25
Wednesday;04/03/2020;13;0;21
Wednesday;04/03/2020;13;30;4
Wednesday;04/03/2020;14;0;6
Wednesday;04/03/2020;14;30;1
Wednesday;04/03/2020;15;0;4
Wednesday;04/03/2020;15;30;3
Wednesday;04/03/2020;16;0;3
Wednesday;04/03/2020;16;30;2
Wednesday;04/03/2020;17;0;1
Wednesday;04/03/2020;17;30;1
Wednesday;04/03/2020;18;0;3
Thursday;05/03/2020;6;0;64
Thursday;05/03/2020;6;30;29
Thursday;05/03/2020;7;0;6
Thursday;05/03/2020;7;30;35
Thursday;05/03/2020;8;0;28
Thursday;05/03/2020;8;30;8
Thursday;05/03/2020;9;0;43
Thursday;05/03/2020;9;30;16
Thursday;05/03/2020;10;0;18
Thursday;05/03/2020;10;30;4
Thursday;05/03/2020;11;0;12
Thursday;05/03/2020;11;30;6
Thursday;05/03/2020;12;0;3
Thursday;05/03/2020;12;30;7
Thursday;05/03/2020;13;0;3
Thursday;05/03/2020;13;30;8
Thursday;05/03/2020;14;0;5
Thursday;05/03/2020;14;30;2
Thursday;05/03/2020;15;0;1
Thursday;05/03/2020;15;30;3
Thursday;05/03/2020;16;0;3
Thursday;05/03/2020;17;0;2
Thursday;05/03/2020;17;30;2
Thursday;05/03/2020;18;0;5
Friday;06/03/2020;6;0;67
Friday;06/03/2020;6;30;25
Friday;06/03/2020;7;0;6
Friday;06/03/2020;7;30;44
Friday;06/03/2020;8;0;6
Friday;06/03/2020;8;30;35
Friday;06/03/2020;9;0;35
Friday;06/03/2020;9;30;17
Friday;06/03/2020;10;0;14
Friday;06/03/2020;10;30;14
Friday;06/03/2020;11;0;6
Friday;06/03/2020;11;30;5
Friday;06/03/2020;12;0;15
Friday;06/03/2020;12;30;6
Friday;06/03/2020;13;0;6
Friday;06/03/2020;13;30;1
Friday;06/03/2020;14;0;2
Friday;06/03/2020;14;30;4
Friday;06/03/2020;15;0;2
Friday;06/03/2020;15;30;2
Friday;06/03/2020;16;0;1
Monday;09/03/2020;6;0;93
Monday;09/03/2020;6;30;21
Monday;09/03/2020;7;0;8
Monday;09/03/2020;7;30;4
Monday;09/03/2020;8;0;65
Monday;09/03/2020;8;30;5
Monday;09/03/2020;9;0;20
Monday;09/03/2020;9;30;15
Monday;09/03/2020;10;0;7
Monday;09/03/2020;10;30;13
Monday;09/03/2020;11;0;20
Monday;09/03/2020;11;30;14
Monday;09/03/2020;12;0;13
Monday;09/03/2020;12;30;15
Monday;09/03/2020;13;0;7
Monday;09/03/2020;13;30;15
Monday;09/03/2020;14;0;4
Monday;09/03/2020;14;30;6
Monday;09/03/2020;15;0;7
Monday;09/03/2020;15;30;1
Monday;09/03/2020;16;0;4
Monday;09/03/2020;16;30;3
Monday;09/03/2020;17;0;6
Monday;09/03/2020;17;30;1
Monday;09/03/2020;18;0;1
Tuesday;10/03/2020;6;0;72
Tuesday;10/03/2020;6;30;15
Tuesday;10/03/2020;7;0;4
Tuesday;10/03/2020;7;30;5
Tuesday;10/03/2020;8;0;8
Tuesday;10/03/2020;8;30;11
Tuesday;10/03/2020;9;0;13
Tuesday;10/03/2020;9;30;52
Tuesday;10/03/2020;10;0;10
Tuesday;10/03/2020;10;30;6
Tuesday;10/03/2020;11;0;11
Tuesday;10/03/2020;11;30;3
Tuesday;10/03/2020;12;0;2
Tuesday;10/03/2020;12;30;1
Tuesday;10/03/2020;13;0;18
Tuesday;10/03/2020;13;30;15
Tuesday;10/03/2020;14;0;9
Tuesday;10/03/2020;14;30;5
Tuesday;10/03/2020;15;0;5
Tuesday;10/03/2020;15;30;1
Tuesday;10/03/2020;16;0;8
Tuesday;10/03/2020;16;30;3
Tuesday;10/03/2020;17;0;1
Tuesday;10/03/2020;17;30;1
Tuesday;10/03/2020;18;0;3
Wednesday;11/03/2020;6;0;91
Wednesday;11/03/2020;6;30;53
Wednesday;11/03/2020;7;0;14
Wednesday;11/03/2020;7;30;10
Wednesday;11/03/2020;8;0;20
Wednesday;11/03/2020;8;30;9
Wednesday;11/03/2020;9;0;102
Wednesday;11/03/2020;9;30;38
Wednesday;11/03/2020;10;0;20
Wednesday;11/03/2020;10;30;16
Wednesday;11/03/2020;11;0;39
Wednesday;11/03/2020;11;30;40
Wednesday;11/03/2020;12;0;15
Wednesday;11/03/2020;12;30;8
Wednesday;11/03/2020;13;0;5
Wednesday;11/03/2020;13;30;9
Wednesday;11/03/2020;14;0;12
Wednesday;11/03/2020;14;30;6
Wednesday;11/03/2020;15;0;1
Wednesday;11/03/2020;15;30;5
Wednesday;11/03/2020;16;0;12
Wednesday;11/03/2020;16;30;1
Wednesday;11/03/2020;17;0;4
Wednesday;11/03/2020;17;30;2
Wednesday;11/03/2020;18;0;3
Thursday;12/03/2020;6;0;72
Thursday;12/03/2020;6;30;38
Thursday;12/03/2020;7;0;23
Thursday;12/03/2020;7;30;1
Thursday;12/03/2020;8;0;48
Thursday;12/03/2020;8;30;42
Thursday;12/03/2020;9;0;54
Thursday;12/03/2020;9;30;38
Thursday;12/03/2020;10;0;58
Thursday;12/03/2020;10;30;12
Thursday;12/03/2020;11;0;13
Thursday;12/03/2020;11;30;56
Thursday;12/03/2020;12;0;14
Thursday;12/03/2020;12;30;17
Thursday;12/03/2020;13;0;10
Thursday;12/03/2020;13;30;9
Thursday;12/03/2020;14;0;11
Thursday;12/03/2020;14;30;5
Thursday;12/03/2020;15;0;5
Thursday;12/03/2020;15;30;2
Thursday;12/03/2020;16;0;7
Thursday;12/03/2020;16;30;6
Thursday;12/03/2020;17;0;1
Thursday;12/03/2020;17;30;4
Thursday;12/03/2020;18;0;2
Thursday;12/03/2020;18;30;1
Friday;13/03/2020;6;0;36
Friday;13/03/2020;6;30;69
Friday;13/03/2020;7;0;14
Friday;13/03/2020;7;30;10
Friday;13/03/2020;8;0;13
Friday;13/03/2020;8;30;60
Friday;13/03/2020;9;0;23
Friday;13/03/2020;9;30;20
Friday;13/03/2020;10;0;19
Friday;13/03/2020;10;30;42
Friday;13/03/2020;11;0;18
Friday;13/03/2020;11;30;13
Friday;13/03/2020;12;0;15
Friday;13/03/2020;12;30;11
Friday;13/03/2020;13;0;9
Friday;13/03/2020;13;30;2
Friday;13/03/2020;14;0;11
Friday;13/03/2020;14;30;2
Friday;13/03/2020;15;0;3
Friday;13/03/2020;15;30;2
Friday;13/03/2020;16;0;2
Friday;13/03/2020;16;30;5
Friday;13/03/2020;17;0;2
Friday;13/03/2020;17;30;4
Friday;13/03/2020;18;0;1
Monday;16/03/2020;6;0;141
Monday;16/03/2020;6;30;7
Monday;16/03/2020;7;0;13
Monday;16/03/2020;7;30;12
Monday;16/03/2020;8;0;30
Monday;16/03/2020;8;30;42
Monday;16/03/2020;9;0;66
Monday;16/03/2020;9;30;37
Monday;16/03/2020;10;0;34
Monday;16/03/2020;10;30;9
Monday;16/03/2020;11;0;9
Monday;16/03/2020;11;30;24
Monday;16/03/2020;12;0;10
Monday;16/03/2020;12;30;5
Monday;16/03/2020;13;0;32
Monday;16/03/2020;13;30;30
Monday;16/03/2020;14;0;19
Monday;16/03/2020;14;30;9
Monday;16/03/2020;15;0;7
Monday;16/03/2020;15;30;5
Monday;16/03/2020;16;0;5
Monday;16/03/2020;16;30;6
Monday;16/03/2020;17;0;4
Monday;16/03/2020;17;30;2
Monday;16/03/2020;18;0;2
Monday;16/03/2020;18;30;5
Monday;16/03/2020;19;0;1
Monday;16/03/2020;19;30;1
Monday;16/03/2020;20;0;1
Tuesday;17/03/2020;5;0;1
Tuesday;17/03/2020;6;0;10
Tuesday;17/03/2020;6;30;103
Tuesday;17/03/2020;7;0;9
Tuesday;17/03/2020;7;30;7
Tuesday;17/03/2020;8;0;10
Tuesday;17/03/2020;8;30;9
Tuesday;17/03/2020;9;0;48
Tuesday;17/03/2020;9;30;59
Tuesday;17/03/2020;10;0;29
Tuesday;17/03/2020;10;30;50
Tuesday;17/03/2020;11;0;17
Tuesday;17/03/2020;11;30;16
Tuesday;17/03/2020;12;0;9
Tuesday;17/03/2020;12;30;12
Tuesday;17/03/2020;13;0;11
Tuesday;17/03/2020;13;30;5
Tuesday;17/03/2020;14;0;1
Tuesday;17/03/2020;15;0;7
Tuesday;17/03/2020;15;30;2
Tuesday;17/03/2020;16;0;2
Tuesday;17/03/2020;16;30;7
Tuesday;17/03/2020;17;0;8
Tuesday;17/03/2020;17;30;5
Wednesday;18/03/2020;6;0;101
Wednesday;18/03/2020;6;30;27
Wednesday;18/03/2020;7;0;7
Wednesday;18/03/2020;7;30;31
Wednesday;18/03/2020;8;0;17
Wednesday;18/03/2020;8;30;53
Wednesday;18/03/2020;9;0;40
Wednesday;18/03/2020;9;30;65
Wednesday;18/03/2020;10;0;45
Wednesday;18/03/2020;10;30;22
Wednesday;18/03/2020;11;0;17
Wednesday;18/03/2020;11;30;11
Wednesday;18/03/2020;12;0;13
Wednesday;18/03/2020;12;30;18
Wednesday;18/03/2020;13;0;7
Wednesday;18/03/2020;13;30;4
Wednesday;18/03/2020;14;0;1
Wednesday;18/03/2020;14;30;1
Wednesday;18/03/2020;15;30;1
Wednesday;18/03/2020;16;0;6
Wednesday;18/03/2020;16;30;5
Wednesday;18/03/2020;17;0;6
Wednesday;18/03/2020;17;30;3
Wednesday;18/03/2020;18;0;8
Wednesday;18/03/2020;18;30;2
Thursday;19/03/2020;6;0;79
Thursday;19/03/2020;6;30;20
Thursday;19/03/2020;7;0;7
Thursday;19/03/2020;7;30;27
Thursday;19/03/2020;8;0;21
Thursday;19/03/2020;8;30;59
Thursday;19/03/2020;9;0;16
Thursday;19/03/2020;9;30;35
Thursday;19/03/2020;10;0;27
Thursday;19/03/2020;10;30;41
Thursday;19/03/2020;11;0;12
Thursday;19/03/2020;11;30;14
Thursday;19/03/2020;12;0;18
Thursday;19/03/2020;12;30;16
Thursday;19/03/2020;13;0;13
Thursday;19/03/2020;13;30;8
Thursday;19/03/2020;14;0;9
Thursday;19/03/2020;14;30;3
Thursday;19/03/2020;15;30;1
Thursday;19/03/2020;16;0;5
Thursday;19/03/2020;16;30;3
Thursday;19/03/2020;17;0;8
Thursday;19/03/2020;17;30;6
Thursday;19/03/2020;18;0;3
Friday;20/03/2020;6;0;58
Friday;20/03/2020;6;30;53
Friday;20/03/2020;7;0;10
Friday;20/03/2020;7;30;44
Friday;20/03/2020;8;0;38
Friday;20/03/2020;8;30;29
Friday;20/03/2020;9;0;29
Friday;20/03/2020;9;30;25
Friday;20/03/2020;10;0;11
Friday;20/03/2020;10;30;18
Friday;20/03/2020;11;0;6
Friday;20/03/2020;11;30;4
Friday;20/03/2020;12;0;7
Friday;20/03/2020;12;30;6
Friday;20/03/2020;13;0;3
Friday;20/03/2020;13;30;5
Friday;20/03/2020;14;30;1
Friday;20/03/2020;15;30;5
Friday;20/03/2020;16;0;6
Friday;20/03/2020;16;30;4
Friday;20/03/2020;17;0;8
Friday;20/03/2020;17;30;5
Friday;20/03/2020;18;0;6
Friday;20/03/2020;18;30;1
Saturday;21/03/2020;8;30;37
Saturday;21/03/2020;9;0;14
Saturday;21/03/2020;9;30;7
Saturday;21/03/2020;10;0;5
Saturday;21/03/2020;10;30;9
Saturday;21/03/2020;11;0;5
Saturday;21/03/2020;11;30;4
Saturday;21/03/2020;12;0;9
Saturday;21/03/2020;12;30;7
Saturday;21/03/2020;13;0;1
Saturday;21/03/2020;13;30;2
Monday;23/03/2020;6;0;18
Monday;23/03/2020;6;30;55
Monday;23/03/2020;7;0;12
Monday;23/03/2020;7;30;24
Monday;23/03/2020;8;0;29
Monday;23/03/2020;8;30;53
Monday;23/03/2020;9;0;18
Monday;23/03/2020;9;30;41
Monday;23/03/2020;10;0;19
Monday;23/03/2020;10;30;6
Monday;23/03/2020;11;0;6
Monday;23/03/2020;11;30;17
Monday;23/03/2020;12;0;8
Monday;23/03/2020;12;30;11
Monday;23/03/2020;13;30;3
Monday;23/03/2020;14;0;2
Monday;23/03/2020;14;30;1
Monday;23/03/2020;15;0;3
Monday;23/03/2020;15;30;1
Monday;23/03/2020;16;0;2
Monday;23/03/2020;16;30;8
Monday;23/03/2020;17;0;4
Monday;23/03/2020;17;30;1
Monday;23/03/2020;18;0;1
Tuesday;24/03/2020;6;30;89
Tuesday;24/03/2020;7;0;8
Tuesday;24/03/2020;7;30;3
Tuesday;24/03/2020;8;0;3
Tuesday;24/03/2020;8;30;68
Tuesday;24/03/2020;9;0;51
Tuesday;24/03/2020;9;30;17
Tuesday;24/03/2020;10;0;54
Tuesday;24/03/2020;10;30;22
Tuesday;24/03/2020;11;0;16
Tuesday;24/03/2020;11;30;7
Tuesday;24/03/2020;12;0;8
Tuesday;24/03/2020;12;30;2
Tuesday;24/03/2020;13;0;3
Tuesday;24/03/2020;13;30;3
Tuesday;24/03/2020;14;0;1
Tuesday;24/03/2020;15;0;1
Tuesday;24/03/2020;15;30;3
Tuesday;24/03/2020;16;0;7
Tuesday;24/03/2020;16;30;2
Tuesday;24/03/2020;17;0;2
Tuesday;24/03/2020;17;30;3
Wednesday;25/03/2020;6;0;24
