diasemana;dia;hora;periodo;Avail;Reject;Moto;Van;Carro;LicGrey;LicRed;ThermalBag
Tuesday;2020-02-18 00:00:00.000;22;30;90;49;71;1;18;34;56;69
Tuesday;2020-02-18 00:00:00.000;23;0;86;47;68;1;17;34;52;66
Tuesday;2020-02-18 00:00:00.000;23;30;76;41;60;1;15;28;48;57
Wednesday;2020-02-19 00:00:00.000;0;0;71;39;53;1;17;24;47;50
Wednesday;2020-02-19 00:00:00.000;0;30;68;37;50;1;17;24;44;48
Wednesday;2020-02-19 00:00:00.000;1;0;63;34;46;1;16;22;41;45
Wednesday;2020-02-19 00:00:00.000;1;30;58;32;42;1;15;20;38;41
Wednesday;2020-02-19 00:00:00.000;2;0;55;30;40;1;14;21;34;38
Wednesday;2020-02-19 00:00:00.000;2;30;52;28;38;1;13;20;32;36
Wednesday;2020-02-19 00:00:00.000;3;0;51;28;35;2;14;20;31;33
Wednesday;2020-02-19 00:00:00.000;3;30;53;29;36;1;16;18;35;34
Wednesday;2020-02-19 00:00:00.000;4;0;54;29;36;1;17;18;36;34
Wednesday;2020-02-19 00:00:00.000;4;30;57;31;38;1;18;19;38;36
Wednesday;2020-02-19 00:00:00.000;5;0;61;33;40;3;18;21;40;37
Wednesday;2020-02-19 00:00:00.000;5;30;69;38;46;3;20;28;41;43
Wednesday;2020-02-19 00:00:00.000;6;0;92;50;75;1;16;48;44;71
Wednesday;2020-02-19 00:00:00.000;6;30;115;62;95;3;17;58;57;92
Wednesday;2020-02-19 00:00:00.000;7;0;145;78;124;3;18;72;73;120
Wednesday;2020-02-19 00:00:00.000;7;30;181;98;156;2;23;90;91;153
Wednesday;2020-02-19 00:00:00.000;8;0;208;112;180;3;25;97;111;177
Wednesday;2020-02-19 00:00:00.000;8;30;231;124;203;3;25;112;119;199
Wednesday;2020-02-19 00:00:00.000;9;0;212;114;187;2;23;103;109;185
Wednesday;2020-02-19 00:00:00.000;9;30;234;126;201;6;27;110;124;194
Wednesday;2020-02-19 00:00:00.000;10;0;245;132;215;5;25;114;131;204
Wednesday;2020-02-19 00:00:00.000;10;30;229;123;199;4;26;110;119;192
Wednesday;2020-02-19 00:00:00.000;11;0;251;135;218;6;27;119;132;212
Wednesday;2020-02-19 00:00:00.000;11;30;234;126;207;6;21;110;124;198
Wednesday;2020-02-19 00:00:00.000;12;0;218;117;191;6;21;112;106;185
Wednesday;2020-02-19 00:00:00.000;12;30;224;121;201;6;17;120;104;193
Wednesday;2020-02-19 00:00:00.000;13;0;236;127;209;8;19;120;116;201
Wednesday;2020-02-19 00:00:00.000;13;30;217;117;189;7;21;112;105;181
Wednesday;2020-02-19 00:00:00.000;14;0;222;120;194;8;20;106;116;187
Wednesday;2020-02-19 00:00:00.000;14;30;222;120;197;6;19;113;109;189
Wednesday;2020-02-19 00:00:00.000;15;0;228;123;201;5;22;107;121;194
Wednesday;2020-02-19 00:00:00.000;15;30;216;116;195;3;18;107;109;186
Wednesday;2020-02-19 00:00:00.000;16;0;220;118;200;3;17;111;109;193
Wednesday;2020-02-19 00:00:00.000;16;30;195;105;171;5;19;94;101;165
Wednesday;2020-02-19 00:00:00.000;17;0;175;94;160;2;13;90;85;156
Wednesday;2020-02-19 00:00:00.000;17;30;158;85;142;3;13;72;86;137
Wednesday;2020-02-19 00:00:00.000;18;0;148;80;135;2;11;68;80;132
Wednesday;2020-02-19 00:00:00.000;18;30;146;79;125;3;18;66;80;123
Wednesday;2020-02-19 00:00:00.000;19;0;143;77;122;2;19;62;81;120
Wednesday;2020-02-19 00:00:00.000;19;30;145;78;123;1;21;67;78;121
Wednesday;2020-02-19 00:00:00.000;20;0;133;72;115;1;17;62;71;113
Wednesday;2020-02-19 00:00:00.000;20;30;143;77;120;1;22;64;79;118
Wednesday;2020-02-19 00:00:00.000;21;0;124;67;98;2;24;55;69;95
Wednesday;2020-02-19 00:00:00.000;21;30;127;69;103;2;22;54;73;102
Wednesday;2020-02-19 00:00:00.000;22;0;109;59;88;1;20;48;61;87
Wednesday;2020-02-19 00:00:00.000;22;30;107;58;81;1;25;44;63;79
Wednesday;2020-02-19 00:00:00.000;23;0;92;50;71;2;19;41;51;69
Wednesday;2020-02-19 00:00:00.000;23;30;83;45;63;2;18;37;46;61
Thursday;2020-02-20 00:00:00.000;0;0;79;43;58;2;19;34;45;57
Thursday;2020-02-20 00:00:00.000;0;30;75;41;52;2;21;29;46;50
Thursday;2020-02-20 00:00:00.000;1;0;68;37;47;1;20;28;40;46
Thursday;2020-02-20 00:00:00.000;1;30;67;36;47;1;19;28;39;45
Thursday;2020-02-20 00:00:00.000;2;0;61;33;43;1;17;24;37;40
Thursday;2020-02-20 00:00:00.000;2;30;64;35;44;1;19;22;42;42
Thursday;2020-02-20 00:00:00.000;3;0;59;32;39;2;18;21;38;36
Thursday;2020-02-20 00:00:00.000;3;30;55;30;39;1;15;20;35;36
Thursday;2020-02-20 00:00:00.000;4;0;52;28;35;1;16;20;32;31
Thursday;2020-02-20 00:00:00.000;4;30;58;32;37;1;20;20;38;34
Thursday;2020-02-20 00:00:00.000;5;0;63;34;41;4;18;20;43;39
Thursday;2020-02-20 00:00:00.000;5;30;73;40;52;4;17;27;46;50
Thursday;2020-02-20 00:00:00.000;6;0;99;54;78;1;20;47;52;75
Thursday;2020-02-20 00:00:00.000;6;30;127;69;102;2;23;66;61;99
Thursday;2020-02-20 00:00:00.000;7;0;151;81;125;2;24;75;76;121
Thursday;2020-02-20 00:00:00.000;7;30;177;95;150;3;24;90;87;146
Thursday;2020-02-20 00:00:00.000;8;0;203;109;179;2;22;105;98;174
Thursday;2020-02-20 00:00:00.000;8;30;219;118;198;2;19;111;108;190
Thursday;2020-02-20 00:00:00.000;9;0;253;136;235;2;16;131;122;228
Thursday;2020-02-20 00:00:00.000;9;30;230;124;209;3;18;118;112;204
Thursday;2020-02-20 00:00:00.000;10;0;243;131;214;6;23;124;119;203
Thursday;2020-02-20 00:00:00.000;10;30;247;133;219;9;19;134;113;211
Thursday;2020-02-20 00:00:00.000;11;0;257;138;228;8;21;136;121;223
Thursday;2020-02-20 00:00:00.000;11;30;269;145;241;6;22;139;130;231
Thursday;2020-02-20 00:00:00.000;12;0;242;130;217;3;22;130;112;206
Thursday;2020-02-20 00:00:00.000;12;30;217;117;188;6;23;112;105;180
Thursday;2020-02-20 00:00:00.000;13;0;203;109;179;5;19;102;101;171
Thursday;2020-02-20 00:00:00.000;13;30;213;115;193;3;17;109;104;186
Thursday;2020-02-20 00:00:00.000;14;0;218;117;195;3;20;112;106;191
Thursday;2020-02-20 00:00:00.000;14;30;213;115;191;3;19;110;103;186
Thursday;2020-02-20 00:00:00.000;15;0;205;110;176;3;26;96;109;175
Thursday;2020-02-20 00:00:00.000;15;30;188;101;160;3;25;87;101;155
Thursday;2020-02-20 00:00:00.000;16;0;161;87;135;3;23;66;95;130
Thursday;2020-02-20 00:00:00.000;16;30;153;83;129;3;21;61;92;124
Thursday;2020-02-20 00:00:00.000;17;0;177;95;153;3;21;78;99;150
Thursday;2020-02-20 00:00:00.000;17;30;186;100;157;3;26;82;104;151
Thursday;2020-02-20 00:00:00.000;18;0;178;96;152;3;23;76;102;146
Thursday;2020-02-20 00:00:00.000;18;30;162;87;136;3;23;74;88;131
Thursday;2020-02-20 00:00:00.000;19;0;171;92;144;3;24;75;96;139
Thursday;2020-02-20 00:00:00.000;19;30;166;90;144;2;20;74;92;139
Thursday;2020-02-20 00:00:00.000;20;0;156;84;134;2;20;74;82;128
Thursday;2020-02-20 00:00:00.000;20;30;146;79;125;3;18;69;77;120
Thursday;2020-02-20 00:00:00.000;21;0;137;74;109;3;25;61;76;108
Thursday;2020-02-20 00:00:00.000;21;30;136;73;112;2;22;58;78;108
Thursday;2020-02-20 00:00:00.000;22;0;125;68;101;2;22;56;69;98
Thursday;2020-02-20 00:00:00.000;22;30;102;55;77;2;23;37;65;74
Thursday;2020-02-20 00:00:00.000;23;0;90;49;68;2;20;33;57;65
Thursday;2020-02-20 00:00:00.000;23;30;92;50;69;2;21;32;60;66
Friday;2020-02-21 00:00:00.000;0;0;85;46;65;2;18;30;55;61
Friday;2020-02-21 00:00:00.000;0;30;83;45;62;2;19;27;56;59
Friday;2020-02-21 00:00:00.000;1;0;82;44;60;2;20;27;55;58
Friday;2020-02-21 00:00:00.000;1;30;75;41;56;2;17;25;50;54
Friday;2020-02-21 00:00:00.000;2;0;68;37;49;2;17;23;45;47
Friday;2020-02-21 00:00:00.000;2;30;69;38;49;2;18;23;46;47
Friday;2020-02-21 00:00:00.000;3;0;69;38;46;3;20;22;47;44
Friday;2020-02-21 00:00:00.000;3;30;67;36;45;2;20;20;47;43
Friday;2020-02-21 00:00:00.000;4;0;65;35;46;2;17;21;44;44
Friday;2020-02-21 00:00:00.000;4;30;67;36;45;3;19;20;47;43
Friday;2020-02-21 00:00:00.000;5;0;66;36;44;4;18;19;47;42
Friday;2020-02-21 00:00:00.000;5;30;70;38;51;4;15;22;48;49
Friday;2020-02-21 00:00:00.000;6;0;95;51;75;2;18;40;55;74
Friday;2020-02-21 00:00:00.000;6;30;127;69;104;1;22;62;65;103
Friday;2020-02-21 00:00:00.000;7;0;146;79;124;2;20;70;76;122
Friday;2020-02-21 00:00:00.000;7;30;167;90;144;2;21;85;82;141
Friday;2020-02-21 00:00:00.000;8;0;184;99;165;2;17;96;88;162
Friday;2020-02-21 00:00:00.000;8;30;204;110;187;2;15;97;107;185
Friday;2020-02-21 00:00:00.000;9;0;199;107;181;3;15;97;102;177
Friday;2020-02-21 00:00:00.000;9;30;211;114;193;2;16;98;113;187
Friday;2020-02-21 00:00:00.000;10;0;216;116;203;2;11;99;117;194
Friday;2020-02-21 00:00:00.000;10;30;215;116;196;3;16;98;117;191
Friday;2020-02-21 00:00:00.000;11;0;208;112;189;2;17;91;117;183
Friday;2020-02-21 00:00:00.000;11;30;214;115;194;3;17;107;107;188
Friday;2020-02-21 00:00:00.000;12;0;208;112;187;5;16;106;102;185
Friday;2020-02-21 00:00:00.000;12;30;195;105;174;3;18;93;102;173
Friday;2020-02-21 00:00:00.000;13;0;191;103;173;2;16;92;99;172
Friday;2020-02-21 00:00:00.000;13;30;182;98;165;3;14;89;93;162
Friday;2020-02-21 00:00:00.000;14;0;189;102;169;5;15;85;104;166
Friday;2020-02-21 00:00:00.000;14;30;183;99;164;3;16;75;108;161
Friday;2020-02-21 00:00:00.000;15;0;185;100;163;6;16;75;110;160
Friday;2020-02-21 00:00:00.000;15;30;179;96;160;2;17;77;102;156
Friday;2020-02-21 00:00:00.000;16;0;164;88;142;4;18;66;98;139
Friday;2020-02-21 00:00:00.000;16;30;165;89;146;2;17;61;104;142
Friday;2020-02-21 00:00:00.000;17;0;182;98;161;1;20;62;120;155
Friday;2020-02-21 00:00:00.000;17;30;181;98;167;0;14;73;108;164
Friday;2020-02-21 00:00:00.000;18;0;167;90;152;0;15;65;102;152
Friday;2020-02-21 00:00:00.000;18;30;153;83;137;0;16;62;91;134
Friday;2020-02-21 00:00:00.000;19;0;164;88;145;0;19;79;85;140
Friday;2020-02-21 00:00:00.000;19;30;147;79;129;1;17;73;74;127
Friday;2020-02-21 00:00:00.000;20;0;149;80;131;1;17;72;77;129
Friday;2020-02-21 00:00:00.000;20;30;138;75;122;0;16;69;69;120
Friday;2020-02-21 00:00:00.000;21;0;125;68;107;1;17;67;58;105
Friday;2020-02-21 00:00:00.000;21;30;126;68;109;0;17;62;64;107
Friday;2020-02-21 00:00:00.000;22;0;110;59;93;0;17;53;57;90
Friday;2020-02-21 00:00:00.000;22;30;105;57;91;0;14;54;51;86
Friday;2020-02-21 00:00:00.000;23;0;97;53;80;0;17;47;50;78
Friday;2020-02-21 00:00:00.000;23;30;93;50;75;0;18;43;50;73
Saturday;2020-02-22 00:00:00.000;0;0;82;44;67;1;14;37;45;65
Saturday;2020-02-22 00:00:00.000;0;30;72;39;57;0;15;30;42;55
Saturday;2020-02-22 00:00:00.000;1;0;70;38;56;0;14;29;41;54
Saturday;2020-02-22 00:00:00.000;1;30;69;38;53;0;16;24;45;51
Saturday;2020-02-22 00:00:00.000;2;0;64;35;49;0;15;22;42;48
Saturday;2020-02-22 00:00:00.000;2;30;58;32;44;0;14;20;38;43
Saturday;2020-02-22 00:00:00.000;3;0;54;29;41;0;13;17;37;40
Saturday;2020-02-22 00:00:00.000;3;30;51;28;36;1;14;16;35;35
Saturday;2020-02-22 00:00:00.000;4;0;49;27;35;1;13;16;33;33
Saturday;2020-02-22 00:00:00.000;4;30;49;27;35;1;13;17;32;34
Saturday;2020-02-22 00:00:00.000;5;0;47;26;32;1;14;16;31;31
Saturday;2020-02-22 00:00:00.000;5;30;52;28;37;1;14;17;35;36
Saturday;2020-02-22 00:00:00.000;6;0;56;31;40;1;15;20;36;39
Saturday;2020-02-22 00:00:00.000;6;30;65;35;51;1;13;24;41;50
Saturday;2020-02-22 00:00:00.000;7;0;67;36;51;1;15;25;42;51
Saturday;2020-02-22 00:00:00.000;7;30;87;47;65;2;20;36;51;64
Saturday;2020-02-22 00:00:00.000;8;0;93;50;71;2;20;37;56;71
Saturday;2020-02-22 00:00:00.000;8;30;99;54;83;2;14;42;57;83
Saturday;2020-02-22 00:00:00.000;9;0;107;58;92;1;14;46;61;92
Saturday;2020-02-22 00:00:00.000;9;30;123;66;106;1;16;55;68;106
Saturday;2020-02-22 00:00:00.000;10;0;125;68;109;1;15;64;61;108
Saturday;2020-02-22 00:00:00.000;10;30;129;70;111;2;16;68;61;111
Saturday;2020-02-22 00:00:00.000;11;0;134;72;120;1;13;71;63;120
Saturday;2020-02-22 00:00:00.000;11;30;143;77;130;1;12;75;68;129
Saturday;2020-02-22 00:00:00.000;12;0;133;72;118;1;14;70;63;117
Saturday;2020-02-22 00:00:00.000;12;30;131;71;113;2;16;63;68;112
Saturday;2020-02-22 00:00:00.000;13;0;126;68;109;1;16;59;67;108
Saturday;2020-02-22 00:00:00.000;13;30;127;69;107;2;18;61;66;106
Saturday;2020-02-22 00:00:00.000;14;0;142;77;121;2;19;73;69;120
Saturday;2020-02-22 00:00:00.000;14;30;138;75;118;2;18;62;76;117
Saturday;2020-02-22 00:00:00.000;15;0;127;69;109;2;16;60;67;107
Saturday;2020-02-22 00:00:00.000;15;30;124;67;104;1;19;57;67;102
Saturday;2020-02-22 00:00:00.000;16;0;121;65;105;1;15;59;62;103
Saturday;2020-02-22 00:00:00.000;16;30;112;61;96;1;15;53;59;94
Saturday;2020-02-22 00:00:00.000;17;0;123;66;105;1;17;59;64;103
Saturday;2020-02-22 00:00:00.000;17;30;116;63;99;0;17;55;61;97
Saturday;2020-02-22 00:00:00.000;18;0;113;61;95;0;18;44;69;93
Saturday;2020-02-22 00:00:00.000;18;30;115;62;99;0;16;51;64;96
Saturday;2020-02-22 00:00:00.000;19;0;119;64;100;1;18;50;69;97
Saturday;2020-02-22 00:00:00.000;19;30;120;65;101;2;17;57;63;98
Saturday;2020-02-22 00:00:00.000;20;0;110;59;92;2;16;55;55;89
Saturday;2020-02-22 00:00:00.000;20;30;117;63;96;2;19;54;63;93
Saturday;2020-02-22 00:00:00.000;21;0;122;66;97;2;23;53;69;94
Saturday;2020-02-22 00:00:00.000;21;30;109;59;87;1;21;47;62;85
Saturday;2020-02-22 00:00:00.000;22;0;96;52;75;2;19;39;57;73
Saturday;2020-02-22 00:00:00.000;22;30;86;47;64;2;20;28;58;62
Saturday;2020-02-22 00:00:00.000;23;0;83;45;63;2;18;33;50;61
Saturday;2020-02-22 00:00:00.000;23;30;84;46;67;2;15;34;50;66
Sunday;2020-02-23 00:00:00.000;0;0;73;40;57;2;14;27;46;56
Sunday;2020-02-23 00:00:00.000;0;30;66;36;50;2;14;22;44;49
Sunday;2020-02-23 00:00:00.000;1;0;54;29;43;1;10;17;37;42
Sunday;2020-02-23 00:00:00.000;1;30;49;27;39;1;9;18;31;38
Sunday;2020-02-23 00:00:00.000;2;0;47;26;36;0;11;15;32;35
Sunday;2020-02-23 00:00:00.000;2;30;45;25;32;1;12;13;32;31
Sunday;2020-02-23 00:00:00.000;3;0;37;20;27;0;10;11;26;26
Sunday;2020-02-23 00:00:00.000;3;30;38;21;25;0;13;9;29;24
Sunday;2020-02-23 00:00:00.000;4;0;39;21;28;0;11;12;27;27
Sunday;2020-02-23 00:00:00.000;4;30;35;19;24;0;11;12;23;23
Sunday;2020-02-23 00:00:00.000;5;0;37;20;26;0;11;13;24;25
Sunday;2020-02-23 00:00:00.000;5;30;43;24;32;0;11;16;27;30
Sunday;2020-02-23 00:00:00.000;6;0;48;26;36;0;12;19;29;35
Sunday;2020-02-23 00:00:00.000;6;30;49;27;36;0;13;18;31;35
Sunday;2020-02-23 00:00:00.000;7;0;55;30;44;0;11;22;33;44
Sunday;2020-02-23 00:00:00.000;7;30;54;29;42;0;12;22;32;42
Sunday;2020-02-23 00:00:00.000;8;0;57;31;46;0;11;25;32;46
Sunday;2020-02-23 00:00:00.000;8;30;62;34;50;1;11;31;31;50
Sunday;2020-02-23 00:00:00.000;9;0;77;42;63;1;13;39;38;62
Sunday;2020-02-23 00:00:00.000;9;30;88;48;73;1;14;45;43;72
Sunday;2020-02-23 00:00:00.000;10;0;91;49;76;1;14;46;45;75
Sunday;2020-02-23 00:00:00.000;10;30;88;48;74;1;13;45;43;73
Sunday;2020-02-23 00:00:00.000;11;0;94;51;79;1;14;45;49;78
Sunday;2020-02-23 00:00:00.000;11;30;91;49;75;1;15;43;48;74
Sunday;2020-02-23 00:00:00.000;12;0;101;55;84;1;16;52;49;83
Sunday;2020-02-23 00:00:00.000;12;30;97;53;79;0;18;50;47;78
Sunday;2020-02-23 00:00:00.000;13;0;92;50;76;0;16;50;42;75
Sunday;2020-02-23 00:00:00.000;13;30;95;51;80;0;15;54;41;79
Sunday;2020-02-23 00:00:00.000;14;0;101;55;87;0;14;56;45;86
Sunday;2020-02-23 00:00:00.000;14;30;101;55;85;1;15;53;48;84
Sunday;2020-02-23 00:00:00.000;15;0;104;56;89;1;14;55;49;87
Sunday;2020-02-23 00:00:00.000;15;30;99;54;83;1;15;52;47;81
Sunday;2020-02-23 00:00:00.000;16;0;99;54;82;1;16;52;47;80
Sunday;2020-02-23 00:00:00.000;16;30;103;56;82;1;20;53;50;81
Sunday;2020-02-23 00:00:00.000;17;0;104;56;86;1;17;55;49;85
Sunday;2020-02-23 00:00:00.000;17;30;100;54;84;1;15;49;51;82
Sunday;2020-02-23 00:00:00.000;18;0;91;49;75;1;15;42;49;73
Sunday;2020-02-23 00:00:00.000;18;30;91;49;74;1;16;44;47;73
Sunday;2020-02-23 00:00:00.000;19;0;88;48;71;1;16;38;50;70
Sunday;2020-02-23 00:00:00.000;19;30;96;52;74;1;21;42;54;73
Sunday;2020-02-23 00:00:00.000;20;0;88;48;73;1;14;37;51;72
Sunday;2020-02-23 00:00:00.000;20;30;91;49;75;1;15;42;49;74
Sunday;2020-02-23 00:00:00.000;21;0;82;44;69;1;12;38;44;68
Sunday;2020-02-23 00:00:00.000;21;30;79;43;66;1;12;34;45;65
Sunday;2020-02-23 00:00:00.000;22;0;80;43;68;1;11;36;44;67
Sunday;2020-02-23 00:00:00.000;22;30;80;43;68;1;11;35;45;67
Sunday;2020-02-23 00:00:00.000;23;0;75;41;61;1;13;34;41;60
Sunday;2020-02-23 00:00:00.000;23;30;70;38;59;1;10;32;38;57
Monday;2020-02-24 00:00:00.000;0;0;57;31;45;1;11;23;34;44
Monday;2020-02-24 00:00:00.000;0;30;55;30;42;1;12;23;32;41
Monday;2020-02-24 00:00:00.000;1;0;47;26;36;0;11;19;28;35
Monday;2020-02-24 00:00:00.000;1;30;43;24;33;1;9;16;27;32
Monday;2020-02-24 00:00:00.000;2;0;41;22;32;1;8;14;27;31
Monday;2020-02-24 00:00:00.000;2;30;40;22;29;1;10;14;26;28
Monday;2020-02-24 00:00:00.000;3;0;38;21;28;0;10;14;24;27
Monday;2020-02-24 00:00:00.000;3;30;41;22;30;0;11;14;27;29
Monday;2020-02-24 00:00:00.000;4;0;41;22;31;0;10;14;27;30
Monday;2020-02-24 00:00:00.000;4;30;42;23;33;0;9;14;28;32
Monday;2020-02-24 00:00:00.000;5;0;45;25;36;0;9;17;28;35
Monday;2020-02-24 00:00:00.000;5;30;53;29;40;2;11;20;33;39
Monday;2020-02-24 00:00:00.000;6;0;68;37;55;2;11;34;34;54
Monday;2020-02-24 00:00:00.000;6;30;83;45;71;2;10;45;38;69
Monday;2020-02-24 00:00:00.000;7;0;92;50;83;0;9;53;39;81
Monday;2020-02-24 00:00:00.000;7;30;107;58;94;1;12;61;46;92
Monday;2020-02-24 00:00:00.000;8;0;125;68;114;1;10;72;53;113
Monday;2020-02-24 00:00:00.000;8;30;150;81;138;1;11;73;77;136
Monday;2020-02-24 00:00:00.000;9;0;161;87;147;1;13;79;82;145
Monday;2020-02-24 00:00:00.000;9;30;179;96;165;1;13;91;88;165
Monday;2020-02-24 00:00:00.000;10;0;181;98;167;1;13;95;86;165
Monday;2020-02-24 00:00:00.000;10;30;195;105;172;3;20;95;100;169
Monday;2020-02-24 00:00:00.000;11;0;207;112;187;3;17;111;96;182
Monday;2020-02-24 00:00:00.000;11;30;176;95;157;3;16;100;76;153
Monday;2020-02-24 00:00:00.000;12;0;169;91;146;3;20;91;78;141
Monday;2020-02-24 00:00:00.000;12;30;169;91;146;3;20;89;80;143
Monday;2020-02-24 00:00:00.000;13;0;168;91;145;5;18;87;81;141
Monday;2020-02-24 00:00:00.000;13;30;162;87;144;4;14;83;79;142
Monday;2020-02-24 00:00:00.000;14;0;161;87;140;3;18;86;75;138
Monday;2020-02-24 00:00:00.000;14;30;164;88;140;4;20;76;88;138
Monday;2020-02-24 00:00:00.000;15;0;159;86;138;3;18;73;86;135
Monday;2020-02-24 00:00:00.000;15;30;148;80;130;3;15;77;71;127
Monday;2020-02-24 00:00:00.000;16;0;151;81;131;3;17;74;77;128
Monday;2020-02-24 00:00:00.000;16;30;138;75;123;2;13;65;73;118
Monday;2020-02-24 00:00:00.000;17;0;122;66;105;2;15;53;69;102
Monday;2020-02-24 00:00:00.000;17;30;100;54;85;3;12;39;61;82
Monday;2020-02-24 00:00:00.000;18;0;101;55;85;2;14;37;64;82
Monday;2020-02-24 00:00:00.000;18;30;95;51;74;3;18;32;63;72
Monday;2020-02-24 00:00:00.000;19;0;89;48;67;2;20;26;63;65
Monday;2020-02-24 00:00:00.000;19;30;85;46;63;2;20;25;60;60
Monday;2020-02-24 00:00:00.000;20;0;78;42;58;2;18;23;55;56
Monday;2020-02-24 00:00:00.000;20;30;74;40;56;1;17;25;49;53
Monday;2020-02-24 00:00:00.000;21;0;67;36;48;1;18;21;46;47
Monday;2020-02-24 00:00:00.000;21;30;70;38;53;1;16;23;47;52
Monday;2020-02-24 00:00:00.000;22;0;65;35;50;1;14;23;42;49
Monday;2020-02-24 00:00:00.000;22;30;61;33;46;1;14;22;39;45
Monday;2020-02-24 00:00:00.000;23;0;61;33;44;1;16;22;39;43
Monday;2020-02-24 00:00:00.000;23;30;54;29;39;1;14;18;36;38
Tuesday;2020-02-25 00:00:00.000;0;0;52;28;39;1;12;20;32;37
Tuesday;2020-02-25 00:00:00.000;0;30;44;24;32;1;11;17;27;30
Tuesday;2020-02-25 00:00:00.000;1;0;45;25;33;1;11;17;28;31
Tuesday;2020-02-25 00:00:00.000;1;30;39;21;27;1;11;11;28;25
Tuesday;2020-02-25 00:00:00.000;2;0;39;21;28;0;11;10;29;27
Tuesday;2020-02-25 00:00:00.000;2;30;38;21;27;1;10;10;28;25
Tuesday;2020-02-25 00:00:00.000;3;0;37;20;25;0;12;10;27;23
Tuesday;2020-02-25 00:00:00.000;3;30;39;21;26;0;13;11;28;24
Tuesday;2020-02-25 00:00:00.000;4;0;40;22;25;0;15;11;29;23
Tuesday;2020-02-25 00:00:00.000;4;30;38;21;23;1;14;11;27;20
Tuesday;2020-02-25 00:00:00.000;5;0;40;22;24;0;16;11;29;21
Tuesday;2020-02-25 00:00:00.000;5;30;44;24;31;0;13;15;29;28
Tuesday;2020-02-25 00:00:00.000;6;0;55;30;40;0;15;24;31;37
Tuesday;2020-02-25 00:00:00.000;6;30;59;32;44;0;15;23;36;41
Tuesday;2020-02-25 00:00:00.000;7;0;63;34;49;0;14;28;35;47
Tuesday;2020-02-25 00:00:00.000;7;30;72;39;58;0;14;34;38;56
Tuesday;2020-02-25 00:00:00.000;8;0;88;48;69;1;18;38;50;67
Tuesday;2020-02-25 00:00:00.000;8;30;105;57;86;0;19;53;52;84
Tuesday;2020-02-25 00:00:00.000;9;0;106;57;89;1;16;51;55;87
Tuesday;2020-02-25 00:00:00.000;9;30;109;59;91;1;17;53;56;89
Tuesday;2020-02-25 00:00:00.000;10;0;119;64;100;1;18;58;61;98
Tuesday;2020-02-25 00:00:00.000;10;30;126;68;109;1;16;62;64;106
Tuesday;2020-02-25 00:00:00.000;11;0;145;78;128;2;15;76;69;124
Tuesday;2020-02-25 00:00:00.000;11;30;140;76;120;3;17;75;65;117
Tuesday;2020-02-25 00:00:00.000;12;0;150;81;127;3;20;79;71;124
Tuesday;2020-02-25 00:00:00.000;12;30;140;76;122;2;16;76;64;119
Tuesday;2020-02-25 00:00:00.000;13;0;138;75;121;2;15;75;63;118
Tuesday;2020-02-25 00:00:00.000;13;30;140;76;121;2;17;73;67;118
Tuesday;2020-02-25 00:00:00.000;14;0;133;72;113;2;18;68;65;110
Tuesday;2020-02-25 00:00:00.000;14;30;128;69;108;2;18;68;60;106
Tuesday;2020-02-25 00:00:00.000;15;0;124;67;104;3;17;61;63;102
Tuesday;2020-02-25 00:00:00.000;15;30;114;62;94;4;16;51;63;93
Tuesday;2020-02-25 00:00:00.000;16;0;110;59;90;4;16;51;59;87
Tuesday;2020-02-25 00:00:00.000;16;30;122;66;101;3;18;58;64;98
Tuesday;2020-02-25 00:00:00.000;17;0;114;62;95;3;16;53;61;93
Tuesday;2020-02-25 00:00:00.000;17;30;112;61;91;3;18;52;60;88
Tuesday;2020-02-25 00:00:00.000;18;0;101;55;81;2;18;45;56;78
Tuesday;2020-02-25 00:00:00.000;18;30;95;51;77;1;17;43;52;75
Tuesday;2020-02-25 00:00:00.000;19;0;91;49;74;1;16;39;52;71
Tuesday;2020-02-25 00:00:00.000;19;30;94;51;77;1;16;41;53;74
Tuesday;2020-02-25 00:00:00.000;20;0;97;53;81;1;15;42;55;78
Tuesday;2020-02-25 00:00:00.000;20;30;88;48;71;1;16;36;52;69
Tuesday;2020-02-25 00:00:00.000;21;0;82;44;65;1;16;32;50;63
Tuesday;2020-02-25 00:00:00.000;21;30;69;38;58;0;11;33;36;56
Tuesday;2020-02-25 00:00:00.000;22;0;75;41;61;0;14;35;40;59
Tuesday;2020-02-25 00:00:00.000;22;30;71;39;54;0;17;30;41;52
Tuesday;2020-02-25 00:00:00.000;23;0;69;38;53;1;15;29;40;51
Tuesday;2020-02-25 00:00:00.000;23;30;68;37;51;1;16;30;38;48
Wednesday;2020-02-26 00:00:00.000;0;0;59;32;42;1;16;24;35;39
Wednesday;2020-02-26 00:00:00.000;0;30;53;29;35;1;17;21;32;31
Wednesday;2020-02-26 00:00:00.000;1;0;52;28;37;1;14;22;30;33
Wednesday;2020-02-26 00:00:00.000;1;30;50;27;36;1;13;21;29;33
Wednesday;2020-02-26 00:00:00.000;2;0;43;24;32;1;10;18;25;30
Wednesday;2020-02-26 00:00:00.000;2;30;44;24;34;0;10;18;26;32
Wednesday;2020-02-26 00:00:00.000;3;0;45;25;35;2;8;20;25;33
Wednesday;2020-02-26 00:00:00.000;3;30;47;26;36;0;11;18;29;34
Wednesday;2020-02-26 00:00:00.000;4;0;47;26;34;0;13;17;30;31
